Id,Category
0,6
1,0
2,0
3,6
4,4
5,1
6,6
7,2
8,0
9,1
10,6
11,3
12,5
13,0
14,0
15,6
16,0
17,8
18,1
19,8
20,6
21,1
22,0
23,4
24,0
25,3
26,7
27,4
28,4
29,0
30,7
31,4
32,2
33,2
34,4
35,4
36,2
37,4
38,1
39,4
40,2
41,3
42,7
43,7
44,0
45,7
46,9
47,1
48,9
49,0
50,5
51,0
52,9
53,6
54,0
55,8
56,4
57,2
58,4
59,0
60,7
61,3
62,5
63,8
64,8
65,9
66,0
67,2
68,6
69,1
70,9
71,6
72,2
73,4
74,0
75,0
76,3
77,0
78,1
79,8
80,8
81,5
82,1
83,4
84,9
85,7
86,3
87,5
88,7
89,4
90,0
91,4
92,4
93,7
94,9
95,8
96,5
97,3
98,0
99,3
100,4
101,9
102,0
103,8
104,0
105,0
106,7
107,7
108,0
109,6
110,0
111,4
112,4
113,1
114,2
115,9
116,4
117,0
118,3
119,5
120,6
121,9
122,0
123,6
124,0
125,4
126,4
127,7
128,5
129,5
130,3
131,4
132,4
133,7
134,4
135,0
136,9
137,3
138,1
139,3
140,6
141,0
142,6
143,9
144,4
145,8
146,0
147,0
148,3
149,6
150,1
151,6
152,0
153,2
154,5
155,4
156,9
157,6
158,1
159,6
160,1
161,3
162,5
163,6
164,9
165,1
166,7
167,1
168,1
169,8
170,8
171,4
172,1
173,9
174,4
175,6
176,7
177,5
178,6
179,6
180,1
181,1
182,2
183,5
184,7
185,1
186,8
187,5
188,8
189,2
190,2
191,0
192,3
193,3
194,5
195,5
196,0
197,4
198,2
199,5
200,7
201,1
202,1
203,0
204,1
205,4
206,1
207,7
208,6
209,1
210,0
211,4
212,9
213,9
214,9
215,3
216,2
217,6
218,4
219,1
220,6
221,0
222,0
223,4
224,4
225,6
226,6
227,7
228,6
229,9
230,0
231,6
232,0
233,0
234,5
235,0
236,9
237,9
238,7
239,8
240,5
241,6
242,5
243,0
244,9
245,0
246,6
247,4
248,3
249,3
250,6
251,7
252,2
253,1
254,7
255,9
256,7
257,9
258,3
259,4
260,9
261,4
262,8
263,2
264,1
265,3
266,4
267,4
268,7
269,4
270,8
271,8
272,7
273,1
274,9
275,7
276,5
277,6
278,9
279,6
280,4
281,5
282,4
283,6
284,2
285,5
286,0
287,3
288,0
289,9
290,4
291,6
292,6
293,3
294,0
295,4
296,4
297,0
298,4
299,9
300,5
301,9
302,5
303,2
304,2
305,5
306,0
307,6
308,3
309,7
310,2
311,1
312,4
313,5
314,4
315,4
316,5
317,0
318,4
319,5
320,0
321,7
322,9
323,3
324,8
325,4
326,7
327,0
328,3
329,0
330,1
331,4
332,1
333,8
334,6
335,3
336,7
337,4
338,2
339,8
340,0
341,9
342,0
343,4
344,3
345,5
346,6
347,7
348,3
349,8
350,9
351,0
352,5
353,3
354,1
355,0
356,6
357,9
